SCAT_ID	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
SCAT_p0849	CDS	+2	939107	939415	no		hypothetical protein	59	COG1733	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0850	CDS	+1	939475	939888	no		hypothetical protein	53	COG4585,COG2172	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0851	CDS	+2	940088	941110	no	phaZ	Poly(3-hydroxyalkanoate) depolymerase C	240	COG3509	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0854	CDS	-3	942127	942924	no		Inositol monophosphatase/fructose-1, 6-bisphosphatase	253	COG0483	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0855	CDS	+1	943036	943971	no		transcriptional regulator	148	COG1522	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0857	CDS	-2	943988	945370	no		Nitrite extrusion protein	446	COG2223	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0858	CDS	-3	945400	945792	no		nitrite reductase (NAD(P)H)	88	COG2146	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0858	CDS	-3	945400	945792	no		nitrite reductase (NAD(P)H)	88	COG2146	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0859	CDS	-1	945789	948386	no	nasB	Nitrite reductase [NAD(P)H] large subunit	832	COG1251	C	Energy production and conversion	METABOLISM
SCAT_p0860	CDS	-2	948383	949615	no		Nitrite reductase large subunit	395	COG1251	C	Energy production and conversion	METABOLISM
SCAT_p0861	CDS	-3	949612	952056	no	nasC	assimilatory nitrate reductase catalytic subunit	689	COG0243	C	Energy production and conversion	METABOLISM
SCAT_p0862	CDS	+1	952249	953382	no		uroporphyrinogen-III synthase	264	COG1587	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0862	CDS	+1	952249	953382	no		uroporphyrinogen-III synthase	70	COG3710	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0863	CDS	+3	953517	953816	no		hypothetical protein	74	COG0695	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0864	CDS	-2	953855	954853	no	fabH	3-oxoacyl-ACP synthase	325	COG0332	I	Lipid transport and metabolism	METABOLISM
SCAT_p0865	CDS	-1	955071	956201	no		Platelet-activating factor acetylhydrolase, plasma/intracellular isoform II	238	COG4188	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0866	CDS	+1	956491	957096	no		hypothetical protein	60	COG1413	C	Energy production and conversion	METABOLISM
SCAT_p0867	CDS	+1	957157	958998	no		hypothetical protein	596	COG3387	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0868	CDS	-3	959005	959808	no	glnQ	glutamine ABC transporter ATP-binding protein GlnQ	259	COG1126	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0869	CDS	-1	959811	960674	no		ABC transporter permease	246	COG0765	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0870	CDS	-2	960671	961528	no	gltI	polar amino acid ABC transporter substrate-binding protein	285	COG0834	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0870	CDS	-2	960671	961528	no	gltI	polar amino acid ABC transporter substrate-binding protein	285	COG0834	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0871	CDS	+1	961813	962283	no		ArsR family transcriptional regulator (fragment)	136	COG3832	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0873	CDS	+2	963338	964594	no		Threonine synthase	363	COG0498	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0874	CDS	+1	964756	965733	no		hypothetical protein	175	COG1376	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0875	CDS	-3	965782	967770	no		antibiotic resistance protein	629	COG0480	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0876	CDS	-3	967990	968745	no		deoR family transcriptional regulator	251	COG1349	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0876	CDS	-3	967990	968745	no		deoR family transcriptional regulator	251	COG1349	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0880	CDS	+2	970217	970801	no		hypothetical protein	67	COG3464	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0882	CDS	+2	971279	971701	no		transcriptional regulator	131	COG0789	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0883	CDS	-1	971832	972032	no	subB	Ferredoxin-2	66	COG1141	C	Energy production and conversion	METABOLISM
SCAT_p0885	CDS	-1	972966	973613	no		hypothetical protein	87	COG0810	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0886	CDS	-2	973622	975409	no		Monoamine oxidase	510	COG1231	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0887	CDS	+3	975729	976211	no		acetyltransferase	155	COG0454	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0887	CDS	+3	975729	976211	no		acetyltransferase	155	COG0454	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0888	CDS	-2	976289	977173	no		LysR-family protein transcriptional regulator	294	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0890	CDS	+3	977688	978869	no		FAD-dependent monooxygenase	369	COG0654	C	Energy production and conversion	METABOLISM
SCAT_p0890	CDS	+3	977688	978869	no		FAD-dependent monooxygenase	369	COG0654	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0891	CDS	-3	978841	979869	no		phytoene synthase	287	COG1562	I	Lipid transport and metabolism	METABOLISM
SCAT_p0892	CDS	-3	980047	980391	no	trxA	Thioredoxin	109	COG0526	C	Energy production and conversion	METABOLISM
SCAT_p0892	CDS	-3	980047	980391	no	trxA	Thioredoxin	109	COG0526	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0893	CDS	-3	980434	980853	no		MerR family transcriptional regulator	139	COG0789	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0896	CDS	+3	983244	984206	no		hypothetical protein	320	COG4886	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0898	CDS	-1	985194	985778	no		transcriptional regulatory protein	187	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0899	CDS	+3	985896	986732	no		hypothetical protein	278	COG0697	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0899	CDS	+3	985896	986732	no		hypothetical protein	278	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0899	CDS	+3	985896	986732	no		hypothetical protein	278	COG0697	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0900	CDS	+2	986858	987565	no		Solo B3/4 domain (OB-fold DNA/RNA-binding) of Phe-aaRS-beta	211	COG3382	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0904	CDS	+3	988542	989195	no		hypothetical protein	149	COG0741	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0905	CDS	+1	989635	990252	no		protein FarA	192	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0906	CDS	+3	990288	991094	no		hypothetical protein	62	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0907	CDS	-2	991100	991921	no		hypothetical protein	92	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0908	CDS	+3	992448	993344	no		hypothetical protein	76	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0909	CDS	-3	993403	994170	no		oxidoreductase	255	COG1028	I	Lipid transport and metabolism	METABOLISM
SCAT_p0909	CDS	-3	993403	994170	no		oxidoreductase	255	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0909	CDS	-3	993403	994170	no		oxidoreductase	255	COG1028	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0911	CDS	+1	994804	996063	no		hypothetical protein	141	COG0439	I	Lipid transport and metabolism	METABOLISM
SCAT_p0912	CDS	-2	996128	996508	no		transcriptional regulator	118	COG1733	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0913	CDS	+2	996584	997513	no		Zn-dependent oxidoreductase	309	COG0604	C	Energy production and conversion	METABOLISM
SCAT_p0913	CDS	+2	996584	997513	no		Zn-dependent oxidoreductase	309	COG0604	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0914	CDS	-3	997885	998172	no		hypothetical protein	86	COG0222	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0917	CDS	-3	1000387	1000770	no		MerR family transcriptional regulator	123	COG0789	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0918	CDS	+3	1000923	1001327	no		carboxymuconolactone decarboxylase	130	COG0599	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0921	CDS	+1	1003033	1003770	no		hypothetical protein	241	COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0921	CDS	+1	1003033	1003770	no		hypothetical protein	241	COG0500	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0923	CDS	+1	1006147	1006962	no		hypothetical protein	188	COG4312	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0926	CDS	+3	1007589	1009301	no		transposase	212	COG3666	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0927	CDS	+1	1009516	1010526	no	yajO	aldoketo-oxidoreductase	333	COG0667	C	Energy production and conversion	METABOLISM
SCAT_p0932	CDS	+1	1012207	1012923	no		plasmid partitioning protein	237	COG1192	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
SCAT_p0933	CDS	+3	1012920	1014110	no		hypothetical protein	252	COG1475	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0934	CDS	-2	1014407	1014943	no		hypothetical protein	104	COG0640	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0935	CDS	+1	1015042	1016445	no		Integral membrane efflux protein	422	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0935	CDS	+1	1015042	1016445	no		Integral membrane efflux protein	422	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0935	CDS	+1	1015042	1016445	no		Integral membrane efflux protein	422	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0935	CDS	+1	1015042	1016445	no		Integral membrane efflux protein	422	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0936	CDS	-2	1016261	1017328	no		transposase	311	COG2801	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0937	CDS	-3	1017142	1017378	no		hypothetical protein	71	COG2963	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0938	CDS	+1	1017346	1018104	no		hypothetical protein	44	COG0085	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0941	CDS	+3	1019364	1020023	no		Cobyrinic acid a,c-diamide synthase (fragment)	194	COG1192	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
SCAT_p0945	CDS	+3	1025592	1026602	no	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK	326	COG2376	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0946	CDS	+1	1026685	1027374	no		dihydroxyacetone kinase subunit 2	202	COG2376	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0947	CDS	-2	1027454	1028191	no		HAD-superfamily hydrolase	220	COG0637	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0949	CDS	+3	1029831	1030541	no		Regulatory protein	193	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0950	CDS	+1	1030648	1031052	no		endoribonuclease L-PSP	134	COG0251	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0951	CDS	-2	1031099	1031833	no		conventional protein tyrosine phosphatase (fragment)	230	COG2365	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0952	CDS	-2	1031900	1032655	no		permease	250	COG0730	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0953	CDS	+3	1032870	1033607	no	virJ	Thioesterase	237	COG3208	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0954	CDS	-2	1033604	1034188	no		Regulatory protein, TetR	194	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0955	CDS	+3	1034328	1035245	no		hypothetical protein	200	COG4188	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0956	CDS	+1	1035385	1035963	no		isoprenylcysteine carboxyl methyltransferase	184	COG2020	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0957	CDS	+1	1036051	1036905	no		arylamine N-acetyltransferase	252	COG2162	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0958	CDS	-2	1036910	1039630	no		hypothetical protein	315	COG1289	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0959	CDS	-3	1039627	1040085	no		transcriptional regulator	150	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0960	CDS	+3	1040289	1041695	no	ftsW	cell division protein ftsW	416	COG0772	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
SCAT_p0962	CDS	+3	1042068	1042829	no		hypothetical protein	245	COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0962	CDS	+3	1042068	1042829	no		hypothetical protein	245	COG0500	R	General function prediction only	POORLY CHARACTERIZED
SCATAM_0961	CDS	+2	1042124	1044550	no		protein of unknown function	36	COG0532	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0963	CDS	-2	1042871	1044472	no		ABC transporter ATPase	533	COG0488	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0964	CDS	+2	1044776	1045450	no		hypothetical protein	124	COG0607	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0965	CDS	+2	1045505	1046869	no		Beta-lactamase domain-containing protein	248	COG0491	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0965	CDS	+2	1045505	1046869	no		Beta-lactamase domain-containing protein	198	COG0607	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0967	CDS	+2	1047164	1047913	no		protein (fragment)	248	COG0730	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0968	CDS	-2	1047947	1048360	no		MarR-family transcriptional regulator (fragment)	134	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0969	CDS	+1	1048414	1048956	no		N-ethylmaleimide reductase (fragment)	180	COG1902	C	Energy production and conversion	METABOLISM
SCAT_p0970	CDS	+3	1048953	1049480	no		N-ethylmaleimide reductase (fragment)	175	COG1902	C	Energy production and conversion	METABOLISM
SCAT_p0972	CDS	-2	1050461	1051693	no	CYP107B	cytochrome P450 107B1	402	COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0973	CDS	-1	1051719	1053113	no		NAD(FAD)-dependent dehydrogenase	432	COG0446	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0974	CDS	-3	1053103	1053327	no		Ferredoxin	61	COG1141	C	Energy production and conversion	METABOLISM
SCAT_p0975	CDS	-1	1053537	1054214	no		TetR family transcriptional regulator	218	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0976	CDS	+2	1054262	1055830	no		2-polyprenyl-6-methoxyphenol 4-hydroxylase	517	COG0654	C	Energy production and conversion	METABOLISM
SCAT_p0976	CDS	+2	1054262	1055830	no		2-polyprenyl-6-methoxyphenol 4-hydroxylase	517	COG0654	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0977	CDS	+2	1055975	1056475	no	tpx	thiol peroxidase	166	COG2077	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0978	CDS	-3	1056577	1058418	no		D-alanyl-D-alanine carboxypeptidase (fragment)	350	COG0810,COG1686	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0979	CDS	-3	1058554	1059429	no		Helix-turn-helix protein	243	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0980	CDS	-3	1059544	1060440	no		hypothetical protein	290	COG0451	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0980	CDS	-3	1059544	1060440	no		hypothetical protein	290	COG0451	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0981	CDS	+1	1060765	1061673	no		HTH-type transcriptional regulator alsR	301	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0984	CDS	-3	1063879	1064658	no		hypothetical protein	153	COG3293	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0985	CDS	+3	1064817	1065605	no		hypothetical protein	143	COG0454	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0985	CDS	+3	1064817	1065605	no		hypothetical protein	143	COG0454	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0987	CDS	+1	1066327	1067298	no		oxidoreductase	323	COG0604	C	Energy production and conversion	METABOLISM
SCAT_p0987	CDS	+1	1066327	1067298	no		oxidoreductase	323	COG0604	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0988	CDS	-3	1067368	1068231	no		membrane protein	46	COG5472	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0989	CDS	-3	1068379	1069803	no		drug resistance transporter	473	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0989	CDS	-3	1068379	1069803	no		drug resistance transporter	473	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0989	CDS	-3	1068379	1069803	no		drug resistance transporter	473	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0989	CDS	-3	1068379	1069803	no		drug resistance transporter	473	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0990	CDS	-3	1070008	1070502	no		hypothetical protein	39	COG0567	C	Energy production and conversion	METABOLISM
SCAT_p0994	CDS	+2	1072160	1073533	no		Penicillin-binding protein, beta-lactamase class C	385	COG1680	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0996	CDS	+3	1074813	1075454	no		hypothetical protein	100	COG0454	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0996	CDS	+3	1074813	1075454	no		hypothetical protein	100	COG0454	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0997	CDS	+3	1075548	1077194	no		hypothetical protein	207	COG5441	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0997	CDS	+3	1075548	1077194	no		hypothetical protein	109	COG0508	C	Energy production and conversion	METABOLISM
SCAT_p0998	CDS	-2	1077311	1077679	no		hypothetical protein	122	COG0654	C	Energy production and conversion	METABOLISM
SCAT_p0998	CDS	-2	1077311	1077679	no		hypothetical protein	122	COG0654	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0999	CDS	-3	1077661	1078773	no		hypothetical protein	136	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1000	CDS	+3	1079106	1080086	no		hypothetical protein	269	COG5564	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1001	CDS	-1	1080120	1081337	no	thrS	threonyl-tRNA synthetase	400	COG0441	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p1002	CDS	-2	1081517	1081921	no		drug resistance protein	123	COG0346	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1003	CDS	+1	1082215	1083312	no		amino acid aldolase or racemase	360	COG3616	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1004	CDS	+3	1083483	1085042	no		hypothetical protein	186	COG5305	S	Function unknown	POORLY CHARACTERIZED
SCAT_p1007	CDS	-3	1086370	1087149	no		ABC-2 type transporter	251	COG0842	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p1008	CDS	-1	1087146	1088126	no		hypothetical protein	315	COG1131	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p1009	CDS	+2	1088315	1089508	no		Two-component system sensor kinase	269	COG0642,COG4585	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p1010	CDS	+1	1089505	1090182	no		Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	217	COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1010	CDS	+1	1089505	1090182	no		Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	217	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p1011	CDS	-2	1090187	1090948	no		hypothetical protein	238	COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p1011	CDS	-2	1090187	1090948	no		hypothetical protein	238	COG0500	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1015	CDS	-2	1092590	1093519	no		Chitinase (fragment)	83	COG3469	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1016	CDS	-2	1093844	1094872	no		transcriptional regulator, LacI family	342	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1017	CDS	+3	1095045	1096361	no		carbohydrate ABC transporter substrate-binding protein	433	COG1653	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1018	CDS	+1	1096429	1097304	no		carbohydrate ABC transporter membrane protein 1	291	COG1175	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1019	CDS	+3	1097301	1098209	no		carbohydrate ABC transporter membrane protein 2	291	COG0395	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1020	CDS	+2	1098206	1102585	no		alpha-mannosidase	625	COG0383	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1021	CDS	+1	1102582	1103343	no		hypothetical protein	59	COG0760	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p1022	CDS	+2	1103354	1104931	no	aglA	alpha-glucosidase	521	COG0366	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1023	CDS	-3	1104952	1107993	no		alpha-mannosidase	953	COG0383	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1025	CDS	+3	1109577	1110674	no		LacI-family transcriptional regulator	355	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1026	CDS	+1	1110856	1112271	no		hypothetical protein	135	COG0494	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p1026	CDS	+1	1110856	1112271	no		hypothetical protein	135	COG0494	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1026	CDS	+1	1110856	1112271	no		hypothetical protein	124	COG1051	F	Nucleotide transport and metabolism	METABOLISM
SCAT_p1027	CDS	-2	1112291	1112725	no	glod	Glyoxalase domain-containing protein 5	134	COG0346	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1028	CDS	+2	1112816	1113391	no		hypothetical protein	87	COG5516	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1029	CDS	-3	1113403	1113819	no		hypothetical protein	73	COG1917	S	Function unknown	POORLY CHARACTERIZED
SCAT_p1031	CDS	+3	1113957	1114619	no		transcriptional regulator	212	COG2345	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1032	CDS	+2	1115198	1115731	no		hypothetical protein	142	COG4329	S	Function unknown	POORLY CHARACTERIZED
SCAT_p1033	CDS	+1	1115728	1116522	no		hypothetical protein	186	COG3336	S	Function unknown	POORLY CHARACTERIZED
SCAT_p1033	CDS	+1	1115728	1116522	no		hypothetical protein	44	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1033	CDS	+1	1115728	1116522	no		hypothetical protein	44	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1033	CDS	+1	1115728	1116522	no		hypothetical protein	44	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p1033	CDS	+1	1115728	1116522	no		hypothetical protein	44	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1037	CDS	-1	1119327	1120682	no		hypothetical protein	446	COG4529	S	Function unknown	POORLY CHARACTERIZED
SCAT_p1039	CDS	-1	1121340	1122245	no		hypothetical protein	301	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1040	CDS	-1	1122345	1122629	no		hypothetical protein	91	COG0789	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1041	CDS	-2	1122674	1123576	no		LysR-family transcriptional regulator	298	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p1042	CDS	+1	1123699	1124049	no		transmembrane invasion protein	75	COG2252	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1043	CDS	+3	1124295	1125503	no		methylase	201	COG2890	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p1044	CDS	-3	1125448	1126341	no		Integral membrane protein DUF6	296	COG0697	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1044	CDS	-3	1125448	1126341	no		Integral membrane protein DUF6	296	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1044	CDS	-3	1125448	1126341	no		Integral membrane protein DUF6	296	COG0697	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1046	CDS	-3	1128067	1129602	no		Cys/Met metabolism pyridoxal-phosphate-dependent protein	406	COG0626	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1050	CDS	-2	1132460	1133224	no		3-oxoacyl-ACP reductase	254	COG1028	I	Lipid transport and metabolism	METABOLISM
SCAT_p1050	CDS	-2	1132460	1133224	no		3-oxoacyl-ACP reductase	254	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p1050	CDS	-2	1132460	1133224	no		3-oxoacyl-ACP reductase	254	COG1028	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1052	CDS	+3	1133559	1134695	no		oxidoreductase	352	COG0654	C	Energy production and conversion	METABOLISM
SCAT_p1052	CDS	+3	1133559	1134695	no		oxidoreductase	352	COG0654	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p1054	CDS	-3	1135402	1136328	no		hydrolase	174	COG3757	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p1057	CDS	+2	1137803	1138204	no		hypothetical protein	105	COG2018	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p1059	CDS	-3	1138693	1139580	no		Sugar kinase, ribokinase	291	COG0524	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p1060	CDS	-1	1139622	1140623	no		phosphosugar isomerase	333	COG2222	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p1061	CDS	-3	1140664	1141461	no	potI	Polyamine ABC-transporter integral membrane protein	260	COG1177	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1062	CDS	-1	1141458	1142330	no		ABC-type spermidine/putrescine transport system, permease component I	284	COG1176	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1063	CDS	-2	1142327	1143583	no	potD	ABC transporter substrate-binding protein	403	COG0687	E	Amino acid transport and metabolism	METABOLISM
SCAT_p1064	CDS	-3	1143580	1144740	no	ydcT	spermidine/putrescine ABC transporter ATP-binding protein	369	COG3842	E	Amino acid transport and metabolism	METABOLISM
